parameter_id,IMPC_ECG_003_001
mouse_strain,C57BL
analysis_id,bqzn9r897t7sq6i
gene_accession_id,MGI:891989
gene_symbol,Npbwr1
pvalue,0.1712871
mouse_life_stage,Early adult
parameter_name,CV
