parameter_id,JAX_OFD_007_001
mouse_strain,C57BL
analysis_id,340t0pw15336l5g
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
pvalue,0.615052
gene_symbol,Tbl1xr1
parameter_name,Whole arena resting time
