mouse_strain,129SV
analysis_id,ta4842355a9u4a0
gene_symbol,Arpc2
pvalue,0.3357538
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
parameter_name,KLRG1+ NK cells - % of CD45+
parameter_id,MGP_MLN_093_001
