gene_symbol,Zmynd8
parameter_id,MGP_IMM_067_001
mouse_strain,C57BL
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
pvalue,0.6043249
analysis_id,60k41hri7bv05dx
parameter_name,CD11b-low cDC - % of cDC
