parameter_id,MGP_CSD_025_001
pvalue,0.5312445
mouse_life_stage,Early adult
gene_accession_id,MGI:1914556
analysis_id,1jne2242q9hto94
parameter_name,Ventral coat/hair presence
gene_symbol,Zc2hc1a
mouse_strain,C57BL
