parameter_id,MGP_CSD_067_001
gene_accession_id,MGI:2446274
mouse_strain,C57BL
analysis_id,g4eijsue80np15f
pvalue,0.8539043
parameter_name,Snout size
gene_symbol,Frmpd1
mouse_life_stage,Early adult
