parameter_id,HMGULA_CBC_005_001
mouse_strain,129SV
gene_accession_id,MGI:1918025
parameter_name,Creatinine
pvalue,0.6768807
analysis_id,2a2345u6b081435
gene_symbol,ZMYND8
mouse_life_stage,Early adult
