gene_symbol,Bpifa3
parameter_id,IMPC_CSD_008_001
pvalue,0.5688356
mouse_life_stage,Early adult
parameter_name,Coat - color pattern - back
analysis_id,ll9m0724zo00w4m
mouse_strain,129SV
gene_accession_id,MGI:1920638
