parameter_name,Periphery distance travelled
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
parameter_id,IMPC_OFD_010_001
analysis_id,293y13ch391w5an
pvalue,0.3367519
mouse_strain,C57BL
