parameter_id,IMPC_GEL_028_001
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,731b0n235fdt2q5
gene_accession_id,MGI:1917604
parameter_name,Forebrain
pvalue,0.3147224
gene_symbol,SECISBP2L
