gene_symbol,Cds2
pvalue,0.05958998
parameter_name,Total cholesterol
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
analysis_id,x43c98ll6k80yki
parameter_id,HMGULA_CBC_015_001
mouse_strain,129SV
