parameter_id,JAX_OFD_020_001
gene_symbol,Mms22l
analysis_id,pb91t8xwa2fw1e9
mouse_strain,129SV
pvalue,0.3441168
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
