gene_symbol,Snap23
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
analysis_id,4og8l78q2920d79
parameter_id,MGP_IMM_130_001
mouse_strain,C57BL
pvalue,0.1027048
parameter_name,CD11b-low cDC - % of CD45+
