gene_accession_id,MGI:1338022
gene_symbol,Opn3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_021_001
pvalue,0.0661408
parameter_name,Number of rears - total
analysis_id,84z721iq4j1f8j4
