gene_symbol,Cdin1
mouse_strain,C57BL
pvalue,0.3561563
mouse_life_stage,Early adult
parameter_name,Platelet count
analysis_id,ri84v3245az114b
gene_accession_id,MGI:3026886
parameter_id,IMPC_HEM_008_001
