parameter_id,IMPC_IMM_047_001
mouse_life_stage,Early adult
gene_symbol,Atf3
pvalue,0.501461
parameter_name,DN CD44+CD62L+ NKT cells
analysis_id,no570ocmrq69ec6
gene_accession_id,MGI:109384
mouse_strain,C57BL
