pvalue,3.403926e-05
gene_accession_id,MGI:106659
analysis_id,d04502842793n74
parameter_name,Creatinine
parameter_id,JAX_URI_002_001
gene_symbol,Sprr1b
mouse_life_stage,Early adult
mouse_strain,C57BL
