gene_symbol,Bpifa3
parameter_name,Basophil differential count
analysis_id,w2cd7x9e0168s98
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_038_001
pvalue,0.9779283
gene_accession_id,MGI:1920638
mouse_strain,129SV
