mouse_life_stage,Late adult
gene_symbol,Slc30a4
pvalue,0.5921681
parameter_id,IMPC_CSD_036_001
analysis_id,2al60987ayc2pfx
parameter_name,Startle response
gene_accession_id,MGI:1345282
mouse_strain,C57BL
