gene_symbol,Nucks1
analysis_id,5632swk235r7094
gene_accession_id,MGI:1934811
pvalue,0.7726914
mouse_strain,C57BL
parameter_name,Anophthalmia
parameter_id,IMPC_GEO_048_002
mouse_life_stage,Middle aged adult
