mouse_life_stage,Middle aged adult
analysis_id,rr4v765034q52f3
parameter_id,IMPC_IMM_067_001
pvalue,0.488369
gene_accession_id,MGI:1336200
parameter_name,Follicular B Cells (CD21/35+)
mouse_strain,C57BL
gene_symbol,Hpca
