gene_symbol,Dmap1
analysis_id,r19685oivaf2z2u
parameter_id,IMPC_GEL_028_001
gene_accession_id,MGI:1913483
mouse_strain,C57BL
pvalue,0.2409914
parameter_name,Forebrain
mouse_life_stage,Early adult
