mouse_life_stage,Late adult
pvalue,0.7907755
parameter_id,IMPC_FEA_003_001
gene_symbol,Plcb1
gene_accession_id,MGI:97613
analysis_id,b6n62r3d5k56a9o
mouse_strain,C57BL
parameter_name,Conditioning Baseline % Freezing Time
