parameter_name,Snout size
analysis_id,dq497gi72yx3ovs
gene_symbol,Gfi1b
pvalue,0.854268
gene_accession_id,MGI:1276578
mouse_strain,C57BL
parameter_id,MGP_CSD_067_001
mouse_life_stage,Early adult
