mouse_strain,129SV
gene_accession_id,MGI:1332236
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_life_stage,Early adult
parameter_id,MGP_IMM_006_001
analysis_id,8653070u28ei5ck
gene_symbol,Cds2
pvalue,0.5765337
