mouse_life_stage,Late adult
analysis_id,aazvv42xj0n75is
parameter_id,IMPC_GPP_004_001
parameter_name,Placenta Size
gene_symbol,Lpgat1
mouse_strain,C57BL
gene_accession_id,MGI:2446186
pvalue,0.9149888
