parameter_id,MGP_IMM_100_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
pvalue,0.6545526
mouse_strain,C57BL
gene_symbol,AU040320
parameter_name,Resting NK cells - % of CD45+
analysis_id,6ye1m8tf9s83jol
