parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
analysis_id,mr3o838i6a4155d
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
pvalue,0.4229188
mouse_strain,C57BL
gene_symbol,Bmi1
