parameter_id,JAX_OFD_012_001
parameter_name,Periphery permanence time
gene_accession_id,MGI:2442483
mouse_strain,C57BL
pvalue,0.8568924
mouse_life_stage,Early adult
analysis_id,s6x2651o3d84l90
gene_symbol,Usp37
