parameter_name,Embryo Size
mouse_strain,C57BL
gene_accession_id,MGI:106659
analysis_id,2s10vy50s373y7l
gene_symbol,Sprr1b
mouse_life_stage,Early adult
pvalue,0.05790059
parameter_id,IMPC_GEL_032_001
