gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
analysis_id,iqu9j590hc42029
mouse_strain,C57BL
pvalue,0.2177389
parameter_id,IMPC_IMM_004_001
parameter_name,NKT cells (panel A)
