gene_symbol,Arpc2
pvalue,0.5468475
mouse_strain,129SV
parameter_id,IMPC_CSD_036_001
analysis_id,g7843f72n606l94
parameter_name,Startle response
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
