parameter_name,Embryo Size
gene_accession_id,MGI:88328
mouse_life_stage,Early adult
analysis_id,7l40gur7ner9722
parameter_id,IMPC_GEO_019_001
gene_symbol,Tnfsf8
pvalue,0.2465875
mouse_strain,C57BL
