parameter_name,Alkaline phosphatase
mouse_life_stage,Early adult
gene_accession_id,MGI:1931322
analysis_id,331kd6z7ltwzcw0
pvalue,0.9041891
gene_symbol,Car13
mouse_strain,C57BL
parameter_id,HRWLLA_CBC_014_001
