parameter_name,Lean/Body weight
gene_accession_id,MGI:97838
analysis_id,15ly8z047xp7l3z
gene_symbol,Eprs1
pvalue,0.5054106
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,JAXLA_DXA_008_001
