gene_symbol,Secisbp2l
parameter_name,Joints
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1917604
pvalue,0.2140111
analysis_id,o63bx536pbz1l06
parameter_id,IMPC_XRY_027_001
