gene_symbol,Lurap1
pvalue,0.4290958
gene_accession_id,MGI:1915325
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_078_001
analysis_id,u0cfjzk6e50t91o
parameter_name,Vocalization
