parameter_id,IMPC_GEL_029_001
analysis_id,99467f0175avbm5
mouse_life_stage,Early adult
pvalue,0.1463943
mouse_strain,C57BL
parameter_name,Midbrain
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
