parameter_name,Distance travelled - total
pvalue,0.6130969
mouse_life_stage,Early adult
analysis_id,3d84z8v609bbxq8
mouse_strain,C57BL
gene_accession_id,MGI:1925049
gene_symbol,Sla2
parameter_id,JAXLA_OFD_020_001
