mouse_strain,C57BL
pvalue,0.4248138
parameter_id,IMPC_IMM_034_001
analysis_id,36wj6p02qx5c9e4
mouse_life_stage,Early adult
gene_symbol,Bmp7
parameter_name,CD8 CD44-CD62L+ T cells
gene_accession_id,MGI:103302
