gene_symbol,Zyg11b
parameter_id,IMPC_ECG_004_001
analysis_id,j7812n844b28543
pvalue,0.3348681
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
parameter_name,RR
