parameter_id,IMPC_CBC_012_001
analysis_id,97y00unf2e10dx5
gene_accession_id,MGI:2685277
pvalue,0.4196529
parameter_name,Aspartate aminotransferase
gene_symbol,ZYG11B
mouse_strain,C57BL
mouse_life_stage,E18.5
