parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
gene_symbol,Zmynd8
mouse_strain,C57BL
gene_accession_id,MGI:1918025
pvalue,0.2892204
parameter_id,ESLIM_007_001_006
analysis_id,10ahcm4nqz8u4fp
