gene_symbol,Lpgat1
analysis_id,w32z53vsf83n255
parameter_id,GMC_906_001_005
mouse_life_stage,E18.5
parameter_name,Potassium
mouse_strain,C57BL
pvalue,0.1007096
gene_accession_id,MGI:2446186
