mouse_life_stage,E18.5
parameter_id,HMGULA_HEM_001_001
gene_accession_id,MGI:2685277
parameter_name,White blood cell count
pvalue,0.9955398
analysis_id,z1w8j70ds07b38y
mouse_strain,C57BL
gene_symbol,Zyg11b
