gene_symbol,Ubxn4
gene_accession_id,MGI:1915062
pvalue,0.8777364
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,ESLIM_001_001_117
parameter_name,eye size
analysis_id,6vv6z4084j5qty7
