parameter_id,IMPC_IMM_051_001
analysis_id,9t0388o7bfc7fjm
mouse_strain,C57BL
parameter_name,Monocytes
gene_accession_id,MGI:1332236
pvalue,0.7141427
mouse_life_stage,Early adult
gene_symbol,Cds2
