parameter_name,Whole arena average speed
mouse_strain,C57BL
gene_accession_id,MGI:96757
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_009_001
analysis_id,gyf1r0xdqf678xi
gene_symbol,Lcn2
pvalue,0.4528855
