parameter_name,Whole arena resting time
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2685053
pvalue,0.5665955
analysis_id,04k2pmz587zd3n3
gene_symbol,Ntmt2
parameter_id,JAXLA_OFD_007_001
