gene_symbol,Ddx27
mouse_life_stage,Early adult
pvalue,0.5513608
parameter_id,ESLIM_007_001_003
analysis_id,lcc9fyl10834gv5
mouse_strain,129SV
parameter_name,Whole arena resting time
gene_accession_id,MGI:2385884
