gene_symbol,Amigo1
pvalue,0.6892918
parameter_id,IMPC_ABR_012_001
mouse_life_stage,Early adult
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:2653612
analysis_id,c7po86x860zlx29
mouse_strain,C57BL
