gene_symbol,Hpca
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_id,IMPC_IMM_052_001
parameter_name,Eosinophils
pvalue,0.06085825
mouse_life_stage,Late adult
analysis_id,n22y5ke1k2fl8s6
