parameter_id,MGP_CSD_008_001
gene_symbol,Rhbg
analysis_id,r0s6nk23q19q642
parameter_name,Startle response
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1927379
pvalue,0.5248209
