parameter_id,M-G-P_020_001_001
mouse_life_stage,E9.5
pvalue,0.3621939
analysis_id,a1772e4e234op54
mouse_strain,C57BL
parameter_name,Body Weight
gene_symbol,Hspa5
gene_accession_id,MGI:95835
