parameter_id,HMGULA_CBC_016_001
parameter_name,HDL-cholesterol
mouse_strain,C57BL
gene_accession_id,MGI:1919137
analysis_id,lm96y43aa5026a3
gene_symbol,Ppm1j
mouse_life_stage,Early adult
pvalue,0.7673935
