parameter_id,UCD_OWT_008_001
pvalue,0.568858
parameter_name,Liver weight
mouse_strain,C57BL
gene_accession_id,MGI:1917810
gene_symbol,Wars2
mouse_life_stage,E12.5
analysis_id,t4g6zm7z6q1l92b
