gene_symbol,Hspa5
parameter_id,IMPC_FEA_003_001
analysis_id,866304od8ez585p
gene_accession_id,MGI:95835
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.8299286
parameter_name,Conditioning Baseline % Freezing Time
