gene_symbol,Bach2
parameter_id,ESLIM_004_001_701
analysis_id,gc67e82f1i33893
pvalue,0.5474591
mouse_strain,C57BL
parameter_name,Glucose response AUC
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
