gene_symbol,Fgb
analysis_id,z5w2ltxg4p55qw1
mouse_strain,C57BL
pvalue,0.503044
parameter_id,M-G-P_007_001_011
parameter_name,center - resting time
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
