gene_symbol,Tnfsf8
parameter_name,Periphery - Permanence Time
mouse_strain,C57BL
analysis_id,o050o55q9wjutja
gene_accession_id,MGI:88328
parameter_id,M-G-P_007_001_008
pvalue,0.9380535
mouse_life_stage,Early adult
