gene_symbol,Ola1
mouse_strain,C57BL
analysis_id,ae96ucx5j915246
pvalue,0.2735468
parameter_name,Cornea vascularisation
parameter_id,ESLIM_014_001_008
mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
