parameter_id,IMPC_GEP_076_001
gene_accession_id,MGI:3026886
mouse_strain,C57BL
gene_symbol,Cdin1
mouse_life_stage,E9.5
parameter_name,Cleft palate
analysis_id,hy9t5x3l2x0746k
pvalue,0.3506514
