parameter_id,IMPC_ACS_037_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1915325
analysis_id,77ta9ax2u891juw
pvalue,0.1070381
parameter_name,% Pre-pulse inhibition - Global
gene_symbol,Lurap1
