mouse_strain,C57BL
parameter_name,B2B Cells
mouse_life_stage,Early adult
gene_symbol,Bmi1
pvalue,0.8369746
parameter_id,IMPC_IMM_065_001
gene_accession_id,MGI:88174
analysis_id,v33z24y31rt03q6
